	feature	weight	abs
4548	CBFB	0.0	0.0
4547	TBC1D23	0.0	0.0
4546	C15orf63	0.0	0.0
4545	SCAP	0.0	0.0
4544	FAP	0.0	0.0
4543	PSMD10	0.0	0.0
4542	GALNTL4	0.0	0.0
4541	IL10RA	0.0	0.0
4540	PIK3R4	0.0	0.0
4538	MIA3	0.0	0.0
4525	PPIG	0.0	0.0
4537	MRPL15	0.0	0.0
4536	LRP6	0.0	0.0
4535	CCAR1	0.0	0.0
4534	KIAA0467	0.0	0.0
4533	TINF2	0.0	0.0
4532	ATXN1	0.0	0.0
4531	USP1	0.0	0.0
4530	APOBEC3B	0.0	0.0
4529	ZDHHC12	0.0	0.0
4528	RAP1A	0.0	0.0
4527	ZNF322A	0.0	0.0
4526	ABHD3	0.0	0.0
4365	SNX9	0.0	0.0
4363	SCAMP4	0.0	0.0
4619	ALDH1B1	0.0	0.0
4171	CLIC6	0.0	0.0
4200	PREP	0.0	0.0
4199	LRRC47	0.0	0.0
4198	GALNT11	0.0	0.0
4197	TRIP10	0.0	0.0
4196	NT5C3L	0.0	0.0
4195	RRAGA	0.0	0.0
4194	EPHB2	0.0	0.0
4193	ASXL1	0.0	0.0
4192	SCARA3	0.0	0.0
4191	TNRC6B	0.0	0.0
4190	MRPS15	0.0	0.0
4189	OLFML2B	0.0	0.0
4188	ATP6V1C1	0.0	0.0
4187	SNW1	0.0	0.0
4186	VPS39	0.0	0.0
4185	PCNX	0.0	0.0
4184	KRTCAP3	0.0	0.0
4183	HPS3	0.0	0.0
4182	SLC25A10	0.0	0.0
4181	KIFC1	0.0	0.0
4180	PDZK1IP1	0.0	0.0
4178	LSM12	0.0	0.0
4177	VEZF1	0.0	0.0
4176	MRPS34	0.0	0.0
4175	HIST1H2AC	0.0	0.0
4174	SNRPA	0.0	0.0
4173	CSPG4	0.0	0.0
4201	UBE2M	0.0	0.0
4202	ADPGK	0.0	0.0
4203	TCEAL4	0.0	0.0
4221	PEPD	0.0	0.0
4234	PIP5K1C	0.0	0.0
4233	GLB1	0.0	0.0
4232	MMS19	0.0	0.0
4231	PPP3CA	0.0	0.0
4230	PDLIM4	0.0	0.0
4229	GPN1	0.0	0.0
4228	HIPK3	0.0	0.0
4226	MRPS26	0.0	0.0
4225	FYB	0.0	0.0
4224	TMPRSS13	0.0	0.0
4223	ARSA	0.0	0.0
4222	TMEM14B	0.0	0.0
4220	AFTPH	0.0	0.0
4204	DCXR	0.0	0.0
4219	SFRS17A	0.0	0.0
4218	LOC100129034	0.0	0.0
4217	SLAIN2	0.0	0.0
4216	RNF44	0.0	0.0
4215	GUCY1A3	0.0	0.0
4213	MTMR4	0.0	0.0
4210	C12orf32	0.0	0.0
4209	ARHGAP27	0.0	0.0
4208	SELENBP1	0.0	0.0
4207	PEX5	0.0	0.0
4206	HEXIM1	0.0	0.0
4205	POLG	0.0	0.0
4172	ROMO1	0.0	0.0
4170	IQSEC1	0.0	0.0
4362	MXD4	0.0	0.0
4169	HADH	0.0	0.0
4136	ECE2	0.0	0.0
4135	TSPAN15	0.0	0.0
4134	CCDC72	0.0	0.0
4133	S100A13	0.0	0.0
4132	OSBPL9	0.0	0.0
4131	SOX21	0.0	0.0
4130	SLC1A3	0.0	0.0
4129	C19orf42	0.0	0.0
4128	DDAH2	0.0	0.0
4127	WDFY1	0.0	0.0
4126	ZFAND3	0.0	0.0
4125	DCTD	0.0	0.0
4124	ZMYM2	0.0	0.0
4122	MESDC2	0.0	0.0
4121	LPIN2	0.0	0.0
4120	CXADR	0.0	0.0
4119	MRPS12	0.0	0.0
4118	NXF1	0.0	0.0
4117	ZMYND8	0.0	0.0
4116	HERC1	0.0	0.0
4115	ZMPSTE24	0.0	0.0
4114	VTI1B	0.0	0.0
4113	DTX4	0.0	0.0
4112	DUSP5	0.0	0.0
4111	CKAP2	0.0	0.0
4110	KCNJ15	0.0	0.0
4109	PCDH1	0.0	0.0
4137	LUZP1	0.0	0.0
4138	PIP4K2C	0.0	0.0
4139	PPFIA1	0.0	0.0
4154	ZHX2	0.0	0.0
4168	SLC39A8	0.0	0.0
4167	AAGAB	0.0	0.0
4166	NHP2	0.0	0.0
4165	AEBP2	0.0	0.0
4164	DNPEP	0.0	0.0
4163	STC1	0.0	0.0
4162	CNPY2	0.0	0.0
4161	PPIL2	0.0	0.0
4160	HS6ST2	0.0	0.0
4158	VKORC1L1	0.0	0.0
4157	ANKFY1	0.0	0.0
4155	DAXX	0.0	0.0
4153	POLR3H	0.0	0.0
4140	CBFA2T2	0.0	0.0
4152	USP47	0.0	0.0
4151	KYNU	0.0	0.0
4150	FAM20C	0.0	0.0
4149	POLR1A	0.0	0.0
4148	WBP1	0.0	0.0
4147	ARHGEF35	0.0	0.0
4146	MEPCE	0.0	0.0
4145	SCD5	0.0	0.0
4144	SPON2	0.0	0.0
4143	COL8A1	0.0	0.0
4142	CCNB2	0.0	0.0
4141	GSTM4	0.0	0.0
4235	PHF10	0.0	0.0
4236	ENTPD1	0.0	0.0
4237	ITGA11	0.0	0.0
4238	SUPT4H1	0.0	0.0
4329	C19orf50	0.0	0.0
4328	TAF6	0.0	0.0
4327	CDCA5	0.0	0.0
4326	PPP6C	0.0	0.0
4325	SPG7	0.0	0.0
4324	PCK2	0.0	0.0
4323	C9orf69	0.0	0.0
4322	ITCH	0.0	0.0
4321	TTL	0.0	0.0
4320	MVD	0.0	0.0
4319	STMN3	0.0	0.0
4318	ACAD9	0.0	0.0
4317	SGSM2	0.0	0.0
4316	BECN1	0.0	0.0
4315	CNIH4	0.0	0.0
4314	LY75	0.0	0.0
4313	KRT10	0.0	0.0
4311	MRPS23	0.0	0.0
4310	ASCC3	0.0	0.0
4309	RRP1B	0.0	0.0
4308	CDC42BPA	0.0	0.0
4307	MKI67IP	0.0	0.0
4306	NAT15	0.0	0.0
4305	C2orf29	0.0	0.0
4304	SLC35F2	0.0	0.0
4303	NDUFB2	0.0	0.0
4302	CD2BP2	0.0	0.0
4330	CCNA2	0.0	0.0
4331	SFTPD	0.0	0.0
4332	EPHA1	0.0	0.0
4348	RAB3GAP1	0.0	0.0
4361	GGA1	0.0	0.0
4360	CYTH2	0.0	0.0
4358	GPR109A	0.0	0.0
4357	C12orf35	0.0	0.0
4356	PPM1F	0.0	0.0
4355	IDH3A	0.0	0.0
4354	CCNB1IP1	0.0	0.0
4353	MN1	0.0	0.0
4352	HSPA13	0.0	0.0
4351	RNF20	0.0	0.0
4350	ALDH4A1	0.0	0.0
4349	HES2	0.0	0.0
4347	ZNF384	0.0	0.0
4333	C2orf18	0.0	0.0
4346	TAOK2	0.0	0.0
4345	TOM1	0.0	0.0
4344	SIRT2	0.0	0.0
4343	MRPS18B	0.0	0.0
4342	TRPV4	0.0	0.0
4341	ZZEF1	0.0	0.0
4340	PGF	0.0	0.0
4339	SLC39A11	0.0	0.0
4337	PLEKHO1	0.0	0.0
4336	GLE1	0.0	0.0
4335	KIF11	0.0	0.0
4334	PHF2	0.0	0.0
4301	UMPS	0.0	0.0
4300	SLC12A4	0.0	0.0
4299	EPB49	0.0	0.0
4253	NCAPD3	0.0	0.0
4266	FAM198B	0.0	0.0
4265	RFWD2	0.0	0.0
4264	RFFL	0.0	0.0
4263	CRAT	0.0	0.0
4262	RNF216	0.0	0.0
4261	DYRK1A	0.0	0.0
4260	C3orf17	0.0	0.0
4259	TCF7L1	0.0	0.0
4258	SLC5A6	0.0	0.0
4256	IMP3	0.0	0.0
4255	MOBKL1B	0.0	0.0
4254	ATRX	0.0	0.0
4252	ATXN1L	0.0	0.0
4268	OAZ2	0.0	0.0
4251	LEPRE1	0.0	0.0
4250	HPS4	0.0	0.0
4249	ACAA2	0.0	0.0
4248	GSTT1	0.0	0.0
4247	DHX8	0.0	0.0
4246	GLCE	0.0	0.0
4245	MED29	0.0	0.0
4244	CETN2	0.0	0.0
4243	HDGFRP3	0.0	0.0
4242	LOC653566	0.0	0.0
4241	FAM127B	0.0	0.0
4239	C1orf21	0.0	0.0
4267	PDGFA	0.0	0.0
4269	TEX2	0.0	0.0
4297	DDT	0.0	0.0
4284	UBE2G2	0.0	0.0
4296	BACE1	0.0	0.0
4295	SNRPF	0.0	0.0
4294	MAP2K3	0.0	0.0
4293	UBQLN2	0.0	0.0
4292	SMN2	0.0	0.0
4291	ZC3H13	0.0	0.0
4290	C14orf119	0.0	0.0
4289	TIMM13	0.0	0.0
4288	MED12	0.0	0.0
4287	IL2RG	0.0	0.0
4286	ATP2A3	0.0	0.0
4285	CHAF1A	0.0	0.0
4283	RASSF4	0.0	0.0
4270	TRPM4	0.0	0.0
4282	EML2	0.0	0.0
4281	FGD6	0.0	0.0
4280	MAPK14	0.0	0.0
4279	STXBP1	0.0	0.0
4278	AKT1S1	0.0	0.0
4277	CCDC56	0.0	0.0
4276	PREPL	0.0	0.0
4275	UBFD1	0.0	0.0
4274	SELS	0.0	0.0
4273	TXNDC11	0.0	0.0
4272	FLT1	0.0	0.0
4271	WWTR1	0.0	0.0
4618	DVL2	0.0	0.0
4620	EGFL6	0.0	0.0
5139	NSA2	0.0	0.0
4944	KLHL13	0.0	0.0
4972	GLIS2	0.0	0.0
4971	APOL3	0.0	0.0
4970	RNMT	0.0	0.0
4969	PCMTD1	0.0	0.0
4968	RPA2	0.0	0.0
4967	GBP3	0.0	0.0
4966	UBE2E1	0.0	0.0
4965	INADL	0.0	0.0
4964	PNO1	0.0	0.0
4963	FERMT2	0.0	0.0
4962	CASZ1	0.0	0.0
4961	ITSN2	0.0	0.0
4960	HOOK3	0.0	0.0
4959	STEAP1	0.0	0.0
4958	C16orf62	0.0	0.0
4957	HMCN1	0.0	0.0
4956	FRYL	0.0	0.0
4955	PDDC1	0.0	0.0
4954	LIN7C	0.0	0.0
4953	FAM105B	0.0	0.0
4952	VAPB	0.0	0.0
4951	ATG4B	0.0	0.0
4950	FIBP	0.0	0.0
4949	COMMD6	0.0	0.0
4948	VPS72	0.0	0.0
4947	WFS1	0.0	0.0
4946	C9orf125	0.0	0.0
4973	PLS1	0.0	0.0
4974	KLC2	0.0	0.0
4975	VARS2	0.0	0.0
4990	UNC93B1	0.0	0.0
5002	AKAP12	0.0	0.0
5001	MRPL19	0.0	0.0
5000	RRAGD	0.0	0.0
4999	SHROOM3	0.0	0.0
4998	IQCB1	0.0	0.0
4997	AP3M1	0.0	0.0
4996	AFAP1L2	0.0	0.0
4995	EMP3	0.0	0.0
4994	HAPLN3	0.0	0.0
4993	NPM3	0.0	0.0
4992	RBBP6	0.0	0.0
4991	SHB	0.0	0.0
4989	NDE1	0.0	0.0
4976	BIRC3	0.0	0.0
4988	DIABLO	0.0	0.0
4987	NCRNA00201	0.0	0.0
4986	SNTB2	0.0	0.0
4985	KIF3C	0.0	0.0
4984	GPBP1	0.0	0.0
4983	TMEM9B	0.0	0.0
4982	CD320	0.0	0.0
4981	FAF2	0.0	0.0
4980	URM1	0.0	0.0
4979	USP54	0.0	0.0
4978	FSTL3	0.0	0.0
4977	MMP15	0.0	0.0
4945	C2orf68	0.0	0.0
4943	PLDN	0.0	0.0
4878	MRPS10	0.0	0.0
4941	IGBP1	0.0	0.0
4909	UBR7	0.0	0.0
4908	ABCA12	0.0	0.0
4907	PANX2	0.0	0.0
4906	NCKAP1L	0.0	0.0
4905	TSEN34	0.0	0.0
4904	PAQR4	0.0	0.0
4903	PTGES2	0.0	0.0
4902	NAE1	0.0	0.0
4901	KIAA0802	0.0	0.0
4900	RAE1	0.0	0.0
4899	SFRS13A	0.0	0.0
4898	TAPBPL	0.0	0.0
4897	CARD11	0.0	0.0
4896	CFI	0.0	0.0
4895	DGCR6L	0.0	0.0
4894	COPS5	0.0	0.0
4893	ID2	0.0	0.0
4892	PPM1A	0.0	0.0
4890	DENND4B	0.0	0.0
4888	HDAC5	0.0	0.0
4887	LLGL1	0.0	0.0
4886	PPP2R2A	0.0	0.0
4885	TFE3	0.0	0.0
4883	PDGFC	0.0	0.0
4882	HSPC159	0.0	0.0
4881	FCGBP	0.0	0.0
4880	ZBED4	0.0	0.0
4910	GCNT2	0.0	0.0
4911	SLC33A1	0.0	0.0
4912	TYSND1	0.0	0.0
4928	RAB11FIP5	0.0	0.0
4940	NLGN2	0.0	0.0
4939	RAP2A	0.0	0.0
4938	PALM2-AKAP2	0.0	0.0
4937	PIK3CB	0.0	0.0
4936	ACO1	0.0	0.0
4935	MAX	0.0	0.0
4934	FAM83F	0.0	0.0
4933	CHD7	0.0	0.0
4932	MYNN	0.0	0.0
4931	SKAP2	0.0	0.0
4930	LY6K	0.0	0.0
4929	ATP5D	0.0	0.0
4927	MRPL9	0.0	0.0
4913	WDR90	0.0	0.0
4926	VPS29	0.0	0.0
4925	ETNK2	0.0	0.0
4924	EPN3	0.0	0.0
4923	IL20RB	0.0	0.0
4922	FOXQ1	0.0	0.0
4921	RHOBTB2	0.0	0.0
4920	RECQL	0.0	0.0
4919	WIPF2	0.0	0.0
4918	APOL4	0.0	0.0
4917	FYN	0.0	0.0
4915	BLVRA	0.0	0.0
4914	TMEM134	0.0	0.0
5003	TMEM205	0.0	0.0
5004	ZNF358	0.0	0.0
5005	FPR3	0.0	0.0
5006	PMM2	0.0	0.0
5102	UROD	0.0	0.0
5101	ZMYM3	0.0	0.0
5100	PTPN3	0.0	0.0
5099	HSPBP1	0.0	0.0
5098	CCDC3	0.0	0.0
5097	FKBP11	0.0	0.0
5096	ZCCHC14	0.0	0.0
5093	PPFIBP2	0.0	0.0
5092	RAB12	0.0	0.0
5091	HOOK1	0.0	0.0
5090	LOC730101	0.0	0.0
5089	PCDH19	0.0	0.0
5088	EPB41	0.0	0.0
5087	FBP1	0.0	0.0
5086	HELZ	0.0	0.0
5085	RGS3	0.0	0.0
5084	BCOR	0.0	0.0
5082	PKN2	0.0	0.0
5081	TPSAB1	0.0	0.0
5080	NPEPL1	0.0	0.0
5079	NPIP	0.0	0.0
5078	SEC11C	0.0	0.0
5077	SETD1A	0.0	0.0
5076	PHLPP1	0.0	0.0
5075	CHIT1	0.0	0.0
5074	HYAL2	0.0	0.0
5073	GADD45GIP1	0.0	0.0
5103	MDM4	0.0	0.0
5104	THSD4	0.0	0.0
5105	KAL1	0.0	0.0
5124	SLC23A2	0.0	0.0
5138	ADRBK2	0.0	0.0
5137	VANGL1	0.0	0.0
5134	NIP7	0.0	0.0
5133	PRPF3	0.0	0.0
5132	ATP6V1D	0.0	0.0
5131	KBTBD2	0.0	0.0
5130	YIPF5	0.0	0.0
5129	AKNA	0.0	0.0
5128	MAD2L1	0.0	0.0
5127	EPS15	0.0	0.0
5126	AK3L1	0.0	0.0
5125	ZC3H18	0.0	0.0
5123	HMHA1	0.0	0.0
5106	ARRDC1	0.0	0.0
5122	MRFAP1L1	0.0	0.0
5121	CIAO1	0.0	0.0
5120	RNF43	0.0	0.0
5119	LOC100132287	0.0	0.0
5117	MTR	0.0	0.0
5116	ATG3	0.0	0.0
5115	HLA-DQA2	0.0	0.0
5114	THOC5	0.0	0.0
5112	CBL	0.0	0.0
5111	STEAP4	0.0	0.0
5109	TNFSF13	0.0	0.0
5108	STK4	0.0	0.0
5072	PYCARD	0.0	0.0
5071	SNAP23	0.0	0.0
5070	ODF2	0.0	0.0
5021	TMPRSS11D	0.0	0.0
5035	ADAM8	0.0	0.0
5034	RFX5	0.0	0.0
5033	SPPL2B	0.0	0.0
5032	MRPL13	0.0	0.0
5031	C12orf75	0.0	0.0
5029	PRKAG1	0.0	0.0
5028	USP24	0.0	0.0
5027	POLR2F	0.0	0.0
5026	PAK6	0.0	0.0
5025	C11orf31	0.0	0.0
5023	CEP170	0.0	0.0
5022	TMBIM4	0.0	0.0
5020	SPPL2A	0.0	0.0
5038	HEATR2	0.0	0.0
5019	THAP4	0.0	0.0
5018	USP48	0.0	0.0
5017	LOC728554	0.0	0.0
5016	CTR9	0.0	0.0
5015	DCTN3	0.0	0.0
5014	BRMS1	0.0	0.0
5013	TADA3	0.0	0.0
5012	C8orf55	0.0	0.0
5011	TOMM34	0.0	0.0
5009	SNRNP40	0.0	0.0
5008	LPIN1	0.0	0.0
5007	UAP1	0.0	0.0
5036	CDK9	0.0	0.0
5039	TENC1	0.0	0.0
5069	PHF5A	0.0	0.0
5056	RAB21	0.0	0.0
5068	RNF4	0.0	0.0
5067	PCNT	0.0	0.0
5066	BTBD7	0.0	0.0
5065	GAPVD1	0.0	0.0
5064	COL8A2	0.0	0.0
5063	ME2	0.0	0.0
5062	COQ9	0.0	0.0
5061	HDAC6	0.0	0.0
5060	CCDC115	0.0	0.0
5059	DNAJC11	0.0	0.0
5058	SOAT1	0.0	0.0
5057	SLC7A6	0.0	0.0
5055	MFF	0.0	0.0
5040	NCBP1	0.0	0.0
5053	ABL2	0.0	0.0
5977	GRK6	0.0	0.0
5050	FBXW4	0.0	0.0
5049	MRPL28	0.0	0.0
5048	ELAC2	0.0	0.0
5047	ProSAPiP1	0.0	0.0
5046	OCRL	0.0	0.0
5045	SLC43A2	0.0	0.0
5044	ZDHHC4	0.0	0.0
5043	LSM2	0.0	0.0
5042	PI4K2A	0.0	0.0
5041	DIS3	0.0	0.0
4879	FPGS	0.0	0.0
4877	CLIP2	0.0	0.0
4621	VAC14	0.0	0.0
4682	IKBKAP	0.0	0.0
4713	ATAD3A	0.0	0.0
4711	PHPT1	0.0	0.0
4710	ARMCX2	0.0	0.0
4709	PDPK1	0.0	0.0
4708	FNBP1	0.0	0.0
4707	SENP3	0.0	0.0
4706	MAGEA4	0.0	0.0
4705	PCGF3	0.0	0.0
4704	DLG3	0.0	0.0
4703	NKIRAS2	0.0	0.0
4702	LGTN	0.0	0.0
4701	KSR1	0.0	0.0
4700	TRIM24	0.0	0.0
4699	PLXNB3	0.0	0.0
4698	KDM4B	0.0	0.0
4697	IQGAP3	0.0	0.0
4695	ARPC5L	0.0	0.0
4693	RETSAT	0.0	0.0
4692	ATP6V0A1	0.0	0.0
4691	ANTXR2	0.0	0.0
4690	NADK	0.0	0.0
4689	ARL5A	0.0	0.0
4688	MRPL11	0.0	0.0
4687	NCF2	0.0	0.0
4686	TRAPPC1	0.0	0.0
4685	PLEKHG6	0.0	0.0
4684	UBA7	0.0	0.0
4714	FBXO32	0.0	0.0
4715	PPIL1	0.0	0.0
4716	HOOK2	0.0	0.0
4734	PQBP1	0.0	0.0
4749	DGUOK	0.0	0.0
4747	PCMTD2	0.0	0.0
4746	ARMCX3	0.0	0.0
4745	LILRB4	0.0	0.0
4743	MICALL2	0.0	0.0
4742	RHOG	0.0	0.0
4741	RAPGEF5	0.0	0.0
4740	SRPK2	0.0	0.0
4738	PTCD3	0.0	0.0
4737	SAMD9L	0.0	0.0
4736	B4GALT3	0.0	0.0
4735	NUP133	0.0	0.0
4733	EMB	0.0	0.0
4717	PODN	0.0	0.0
4731	TRIM27	0.0	0.0
4729	CACHD1	0.0	0.0
4728	WASF1	0.0	0.0
4727	LGALS7	0.0	0.0
4726	UBP1	0.0	0.0
4724	CHCHD8	0.0	0.0
4723	GPR116	0.0	0.0
4722	WWP2	0.0	0.0
4721	MKL2	0.0	0.0
4720	PTTG1	0.0	0.0
4719	MRPL30	0.0	0.0
4718	FOSL1	0.0	0.0
4683	TBL2	0.0	0.0
4681	FAM55C	0.0	0.0
4876	PARVB	0.0	0.0
4680	BRP44	0.0	0.0
4648	UFM1	0.0	0.0
4647	SPHK1	0.0	0.0
4646	PMAIP1	0.0	0.0
4645	EZH2	0.0	0.0
4644	TP53BP1	0.0	0.0
4643	TOB1	0.0	0.0
4642	CD79A	0.0	0.0
4641	RARRES3	0.0	0.0
4640	USP40	0.0	0.0
4639	RFC2	0.0	0.0
4638	CPSF3	0.0	0.0
4637	TSG101	0.0	0.0
4636	NUP107	0.0	0.0
4635	TOR1AIP1	0.0	0.0
4634	ORAI2	0.0	0.0
4633	APPL2	0.0	0.0
4632	PTPN18	0.0	0.0
4631	CCDC88A	0.0	0.0
4630	RARRES1	0.0	0.0
4629	AGPS	0.0	0.0
4628	NAA15	0.0	0.0
4627	WDR75	0.0	0.0
4626	SLAMF8	0.0	0.0
4625	RNASEH2A	0.0	0.0
4624	BOD1L	0.0	0.0
4623	ANGPTL4	0.0	0.0
4622	SGEF	0.0	0.0
4649	DDX11	0.0	0.0
4650	TIPRL	0.0	0.0
4651	DGKZ	0.0	0.0
4667	BRD7	0.0	0.0
4679	RBM10	0.0	0.0
4678	CBLC	0.0	0.0
4677	TSNAX	0.0	0.0
4676	BUB1	0.0	0.0
4675	FAM120AOS	0.0	0.0
4674	EEF2K	0.0	0.0
4673	TRAPPC10	0.0	0.0
4672	COMMD7	0.0	0.0
4671	MSL2	0.0	0.0
4670	VPS26B	0.0	0.0
4669	KIAA1310	0.0	0.0
4668	KIAA1429	0.0	0.0
4666	PINK1	0.0	0.0
4652	VSIG4	0.0	0.0
4665	LAMA1	0.0	0.0
4664	RYR1	0.0	0.0
4663	FNDC3A	0.0	0.0
4662	B4GALNT4	0.0	0.0
4661	ALDH16A1	0.0	0.0
4660	SULT1A3	0.0	0.0
4659	TGFB3	0.0	0.0
4657	FAM122B	0.0	0.0
4656	FMNL3	0.0	0.0
4655	TULP4	0.0	0.0
4654	PTP4A3	0.0	0.0
4653	IFI44	0.0	0.0
4750	OTUD5	0.0	0.0
4751	EMG1	0.0	0.0
4752	CIT	0.0	0.0
4753	TTC14	0.0	0.0
4844	DPF2	0.0	0.0
4843	PRSS22	0.0	0.0
4842	ZMYM4	0.0	0.0
4841	KCTD5	0.0	0.0
4840	UBE2Q2	0.0	0.0
4839	PRPF38B	0.0	0.0
4838	KIAA1598	0.0	0.0
4837	NFX1	0.0	0.0
4836	SEPT8	0.0	0.0
4835	SEC22B	0.0	0.0
4834	BOK	0.0	0.0
4833	HIRA	0.0	0.0
4831	LARP4	0.0	0.0
4830	NUDT5	0.0	0.0
4829	LPAR6	0.0	0.0
4828	FAM111A	0.0	0.0
4827	AHSA2	0.0	0.0
4826	B3GALNT2	0.0	0.0
4825	RFC1	0.0	0.0
4824	FUBP3	0.0	0.0
4823	KIF23	0.0	0.0
4822	PRKCH	0.0	0.0
4821	BRD3	0.0	0.0
4820	SCCPDH	0.0	0.0
4819	ERCC1	0.0	0.0
4818	GMPR2	0.0	0.0
4817	TMEM141	0.0	0.0
4845	RSU1	0.0	0.0
4846	RBM5	0.0	0.0
4847	C1orf31	0.0	0.0
4862	MRPL18	0.0	0.0
4875	WDR13	0.0	0.0
4874	FBXO34	0.0	0.0
4873	SRP54	0.0	0.0
4871	ADAMTS4	0.0	0.0
4870	CHST14	0.0	0.0
4869	FTSJD2	0.0	0.0
4868	CEP350	0.0	0.0
4867	TMEM179B	0.0	0.0
4866	CDK18	0.0	0.0
4865	IFT57	0.0	0.0
4864	BCCIP	0.0	0.0
4863	IL10RB	0.0	0.0
4861	NUPL1	0.0	0.0
4848	TMX3	0.0	0.0
4860	POLR2K	0.0	0.0
4859	FOXO1	0.0	0.0
4858	TAF1	0.0	0.0
4857	ULK3	0.0	0.0
4856	SLC41A1	0.0	0.0
4855	GPRC5B	0.0	0.0
4854	GADD45B	0.0	0.0
4853	C12orf44	0.0	0.0
4852	FZD10	0.0	0.0
4851	ZNF768	0.0	0.0
4850	JHDM1D	0.0	0.0
4849	SFXN3	0.0	0.0
4816	XAB2	0.0	0.0
4815	SEMA6A	0.0	0.0
4814	MDFIC	0.0	0.0
4767	NDUFAB1	0.0	0.0
4780	BRWD1	0.0	0.0
4779	DAK	0.0	0.0
4778	ALMS1	0.0	0.0
4777	STK11	0.0	0.0
4776	OLFML3	0.0	0.0
4775	EDEM3	0.0	0.0
4774	MBD1	0.0	0.0
4773	SPNS1	0.0	0.0
4772	KIAA1109	0.0	0.0
4771	CDK2	0.0	0.0
4769	ZFYVE21	0.0	0.0
4768	CLCN3	0.0	0.0
4766	HMOX2	0.0	0.0
4782	FUNDC2	0.0	0.0
4765	TLK1	0.0	0.0
4764	MERTK	0.0	0.0
4763	UPK3BL	0.0	0.0
4762	HS2ST1	0.0	0.0
4761	PNCK	0.0	0.0
4760	ALS2CR4	0.0	0.0
4759	COL14A1	0.0	0.0
4758	MYLIP	0.0	0.0
4757	DNAJB9	0.0	0.0
4756	SETD1B	0.0	0.0
4755	CIAPIN1	0.0	0.0
4754	SPRYD3	0.0	0.0
4781	SKA2	0.0	0.0
4783	GGT5	0.0	0.0
4813	PRDM2	0.0	0.0
4800	SHARPIN	0.0	0.0
4812	PPAPDC1B	0.0	0.0
4811	CCDC86	0.0	0.0
4810	C19orf28	0.0	0.0
4809	GTPBP2	0.0	0.0
4808	TBC1D8	0.0	0.0
4807	MTMR2	0.0	0.0
4806	MAD2L2	0.0	0.0
4805	LRRC8B	0.0	0.0
4804	ACSS2	0.0	0.0
4803	EIF2C1	0.0	0.0
4802	ZDHHC18	0.0	0.0
4801	NELF	0.0	0.0
4799	DARS2	0.0	0.0
4784	HPS1	0.0	0.0
4798	G6PC3	0.0	0.0
4797	DNAJC19	0.0	0.0
4796	ELMO3	0.0	0.0
4795	PMPCB	0.0	0.0
4794	MED14	0.0	0.0
4792	XPNPEP1	0.0	0.0
4791	TMCO3	0.0	0.0
4789	HBS1L	0.0	0.0
4788	GON4L	0.0	0.0
4787	SLC27A4	0.0	0.0
4786	KPNA3	0.0	0.0
4785	ITPK1	0.0	0.0
5976	MS4A7	0.0	0.0
6077	PHF20	0.0	0.0
5978	KIAA0101	0.0	0.0
7326	ARRDC2	0.0	0.0
7357	ZNF337	0.0	0.0
7356	PAQR7	0.0	0.0
7355	PRDM4	0.0	0.0
7354	C5orf42	0.0	0.0
7352	KIAA1804	0.0	0.0
7351	ZNF160	0.0	0.0
7350	TRIM7	0.0	0.0
7349	METTL8	0.0	0.0
7348	CCDC25	0.0	0.0
7346	UBL7	0.0	0.0
7345	PKD2	0.0	0.0
7344	TMEM47	0.0	0.0
7343	CIDEB	0.0	0.0
7342	ARL16	0.0	0.0
7341	SLC25A4	0.0	0.0
7340	TTC1	0.0	0.0
7339	SLC25A17	0.0	0.0
7338	EPSTI1	0.0	0.0
7337	NAA25	0.0	0.0
7336	NR1H3	0.0	0.0
7335	TTLL4	0.0	0.0
7334	ALS2	0.0	0.0
7333	ITSN1	0.0	0.0
7332	RUFY1	0.0	0.0
7331	CAPS	0.0	0.0
7330	C10orf47	0.0	0.0
7329	IDE	0.0	0.0
7358	EIF2B4	0.0	0.0
7360	HDHD3	0.0	0.0
7361	NT5E	0.0	0.0
7377	HAUS2	0.0	0.0
7389	DOLPP1	0.0	0.0
7388	ADAMTSL4	0.0	0.0
7387	THAP11	0.0	0.0
7386	C2CD3	0.0	0.0
7385	UCKL1	0.0	0.0
7384	FBXO17	0.0	0.0
7383	MRPL53	0.0	0.0
7382	C1orf122	0.0	0.0
7381	IFIT2	0.0	0.0
7380	ASB13	0.0	0.0
7379	SH3RF1	0.0	0.0
7378	LIF	0.0	0.0
7376	CASP8	0.0	0.0
7362	GCH1	0.0	0.0
7375	REXO4	0.0	0.0
7374	MPP5	0.0	0.0
7373	FCGR2B	0.0	0.0
7372	MRRF	0.0	0.0
7371	MFAP3	0.0	0.0
7370	COIL	0.0	0.0
7368	PTPRB	0.0	0.0
7367	NSUN5P2	0.0	0.0
7366	LIMS1	0.0	0.0
7365	GNG10	0.0	0.0
7364	NGDN	0.0	0.0
7363	EAPP	0.0	0.0
7328	AEN	0.0	0.0
7325	C12orf49	0.0	0.0
7391	DIP2C	0.0	0.0
7323	PDLIM2	0.0	0.0
7291	ZNF335	0.0	0.0
7290	MEMO1	0.0	0.0
7289	ROBLD3	0.0	0.0
7287	FLCN	0.0	0.0
7286	ZFAND1	0.0	0.0
7285	AKAP8	0.0	0.0
7284	ZFYVE9	0.0	0.0
7283	CD83	0.0	0.0
